movie_name,year,genre,plot
Pest Man Wins,1951,Comedy,"The stooges are pest exterminators who drum up business by planting vermin in a ritzy mansion where a party is going on. The boys are hired, but must dress as guests to work unobserved. They disrupt the party and a wild pie fight ensues."
Men in Fright,1938,Comedy,"The gang goes to the hospital to visit Darla, who's recovering from a tonsillectomy. Their plans go quickly awry after Alfalfa switches clothes with a boy avoiding his own surgery, and the gang find themselves patients in the hosp..."
Soup to Nuts,1930,Comedy,"Mr. Schmidt's costume store is bankrupt because he spends his time on Rube Goldberg-style inventions. The creditors send a young manager who falls for Schmidt's niece Louise, but she'll have none of him. Schmidt's friends Ted, Queenie, and some goofy firemen try to help out, and things come to a slapstick head when Louise needs rescuing from a fire."
Fiffty Fiffty,1981,Comedy,"Thakur Virendra Singh lives a wealthy lifestyle in India along with his wife and a son, Kumar. His relative Bihari is envious, and successfully switches his son, Kishan, with Kumar, and also ends up killing Virendra. In this manner, Kumar grows up a wealthy lifestyle, while Kishan lives a poor lifestyle, shunned by his father and his mother, who has lost the use of her vocal chords. Bihari takes Kishan to his brother in Bombay, and leaves him there to lead a life of crime. 20 years later, Kishan has grown up and is now a master burglar. He meets with another burglar, Mary, and both decide to be fifty fifty partners. However, Mary has other plans, she ditches Kishan and joins forces with Diwan Shamsher Singh to masquerade as the long-lost daughter of Ranimaa of Chandpur. Mary does not know that it was the Diwan who has done away with Rajkumari Ratna, and he will not hesitate to kill Mary - or anyone else who dares to stand in his way and the treasure of Chandpur."
Prince Violent,1961,Comedy,"Viking Yosemite Sam arrives to storm the castle. But Bugs takes charge of the defenses, and between Bugs' cleverness and Sam's stupidity, the castle is never seriously threatened, even when Sam enlists the help of an elephant."
The Country Bears,2002,Comedy,"Based on a Disneyland attraction, The Country Bear Jamboree, this movie is one in a long line of live-action Disney family films. The movie is a satire of ""Behind the Music"" rock-and-roll bands. Beary, a young bear raised by a human family in a world where humans and talking bears coexist, attempts to trace his roots. He meets up with the Country Bears, a long-since broken-up band, a parody of bands like the Eagles. Beary helps the Country Bears reunite for one final concert, while searching for who he truly is."
Extract,2009,Comedy,"Joel, the owner of an extract manufacturing plant, constantly finds himself in precarious situations that steadily worsen by the minute. First, his soon-to-be floor manager acquires a serious injury in a machine malfunctioning accident that subsequently endangers the wellbeing of his company. Second, his personal life doesn't fair much better when he takes the advice of his bartending friend Dean during a drug-induced brainstorming session on how to test his wife's faithfulness. Finally, compounding these catastrophes is new employee Cindy, who happens to be a scam artist intent on milking the company for all its worth. Now, Joel must attempt to piece his company and his marriage back together all while trying to figure out what he's really after in life."
A Broken Leghorn,1959,Comedy,"On Old MacDonald's farm, an egg hatches in slow-witted hen Miss Prissy's nest, and out of the shell comes a baby rooster. Fearing he will be replaced by the kid rooster and sent to be slaughtered, Foghorn Leghorn plots to do away with the little tyke."
Saas Bahu Aur Sensex,2008,Comedy,"After a bitter divorce from her Kolkata-based husband, Binita Sen re-locates to live Modern Society, Navi Mumbai, with her resentful daughter Nitya. She is soon befriended by a kitty-party group consisting of Jasbeer Brar, Anita Jethmalani, Dilnavaz Noorani, Parimal Bhosle, Lata Kodialbal, and Sania Noorani, whose primary interest appears to be a daytime soap featuring modern characters of two lovers, Kunti and Arjun. Binita gets hired as a teacher, while Nitya gets a job at a call-center, MacMillan and Modi, through stock broker Feroz Sethna and Ritesh Jethmalani respectively. While Nitya gets attracted to Ritesh, she is a little dejected after she finds he has a steady girlfriend, Kirti Wagaskar. Binita is not concerned after being warned by Nitya that her new friends have been gossiping about her but will be displeased after she finds out they have been following her around to see if she is having an affair with Feroz. She confronts them and introduces them to Feroz, who ends up advising them about the Sensex and the stock market. The women enthusiastically start investing large amounts, appear on CNBC, and decide to increase their investments in Nitya's firm as they get a secret tip that Yash Modi is about to marry Divya Oberoi--resulting in an upward swing of shares. They will soon find out that all is not well when Kirti, who is about to be married to Ritesh, decides to elope with Yash."
Boni,2009,Comedy,"DD and Chinna are are brought up in an orphanage. They are very fond of Saraswatamma who took care of them. Saraswatamma is very good at preparing tamarind rice (pulihora). DD wants to start a pulihora center on the memory of Saraswatamma when he grows up. He needs 7 lacs for that. In order to earn the money, he joins a mafia gang. Pragati is the daughter of a billionaire politician. She is kind hearted and runs a charity organization. She comes to know that a landlord in a village has bought most of the lands forcibly from the village men. Court asks the farmers to pay 4 crores together to regain their lands. When Pragati realized that her father has gone against her wish of helping those farmers, her friend sketches a self-kidnap plan to demand 4 crores as ransom. And things go wrong when DD and Chinna kidnap her at the same time when she is supposed to be self-kidnapped. The rest of the story is all about how DD and Pragati realize their missions together."
The Legend of Frenchie King,1971,Comedy,"The story takes place in Texas in the 1890s and begins with a train robbery staged by Louise (Brigette Bardot) and her four sisters. Among the loot is the title to the Little ""P"" ranch, which just happens to be located on a field of unexplored oil next to the property of Marie Sarrazin (Claudia Cardinale) and her four brothers. Louise and her sisters decide to give up the life of crime and settle down on the Little ""P' ranch, but are harassed by Marie and her kin who is determined to force them out and acquire the old-rich property for herself."
"Run, Run, Sweet Road Runner",1965,Comedy,"Wile E. Coyote unsuccessfully tries to catch the Road Runner in a bird seed trap with overhead spikes, and then with a lightning rod disguised as a female Road Runner, with Wile E. doing rain dances to start a storm."
Cactus Flower,1969,Comedy,"Toni Simmons believes that the only reason her married lover won't leave his wife is because of the children. Actually, her lover, dentist Julian Winston, doesn't have any children. In fact, he doesn't even have a wife--he just tells women he does to avoid getting involved. When Julian does decide to take the plunge with Toni, she insists on meeting the first wife and Julian enlists the aid of his long-time nurse/receptionist Stephanie Dickinson to play the part."
Hotel Lux,2011,Comedy,"In 1938 Hans Zeisig, an apolitical comedian, impersonator and cabaret actor, flees with a Russian passport (instead of American, which he would have preferred) from Nazi-Berlin, and finds himself in the legendary Hotel Lux, the 'lost paradise' of the Comintern, in Moscow. Everyone believes that Zeisig is a man named Hansen, Hitler's personal astrologer. But Zeisig quickly realizes that he's gone from the frying pan into the fire. In the Hotel Lux he meets his friends Frida and later Meyer again, still passionate communists. For the three idealists an adventure between love and death begins to run its course."
Two Tars,1928,Comedy,"Stanley and Oliver, two sailors on shore leave, rent a car and go on a drive with their dates, but soon get involved in a huge traffic jam with dozens of ill-tempered motorists. A minor collision sets off an escalating series of tit-for-tat retaliations which eventually has most of the cars in pieces."
The Adventures of Elmo in Grouchland,1999,Comedy,"Elmo loves his fuzzy, blue blanket, and would never let anything happen to it. However, a tug-of-war with his friend Zoe sends his blanket to a faraway land, and Elmo in hot pursuit. Facing life without his cherished blanket, Elmo musters all of his determination and courage and heads off on an action-packed rescue mission that plunges him into Grouchland, a place full of grouchy creatures, stinky garbage and the villainous Huxley. Along the way, Elmo learns an important lesson about sharing, realizing that he was selfish with his friend and responsible for what happened."
The Frisco Kid,1979,Comedy,"A rabbi from Poland travels to the United States to lead a Jewish congregation in San Francisco . When he arrives there, he is hijacked and has to work his way across the country. On the way he meets up with a bank robber and they form a friendship and have many (mis)adventures including being captured by Native Americans."
Rio,2011,Comedy,"In Rio de Janeiro, baby macaw, Blu, is captured by dealers and smuggled to the USA. While driving through Moose Lake, Minnesota, the truck that is transporting Blu accidentally drops Blu's box on the road. A girl, Linda, finds the bird and raises him with love. Fifteen years later, Blu is a domesticated and intelligent bird that does not fly and lives a comfortable life with bookshop owner Linda. Out of the blue, clumsy Brazilian ornithologist, Tulio, visits Linda and explains that Blu is the last male of his species, and he has a female called Jewel in Rio de Janeiro. He invites Linda to bring Blu to Rio so that he and Jewel can save their species. Linda travels with Blu and Tulio to Rio de Janeiro and they leave Blu and Jewel in a large cage in the institute where Tulio works. While they are having dinner, smugglers break into the institute and steal Blu and Jewel to sell them. Linda and Tulio look everywhere for Blu, who is chained to Jewel and hidden in a slum. Meanwhile, Jewel and Blu escape from their captors and befriend a group of birds that help them to get rid of the chains. It is Carnival and the smugglers and mean cockatoo, Nigel, do not intend to give up Blu and Jewel, and chase the birds through the crowded streets."
The Road to Wellville,1994,Comedy,"A madcap portrayal of William Lightbody's (Matthew Broderick's) stay at the health farm run by cereal King Dr. John Harvey Kellogg (Sir Anthony Hopkins). William's wife, Eleanor (Bridget Fonda), has persuaded him to go to Kellogg to have his system cleaned of impurities. Kellogg is very unconventional, and almost barbaric in his treatments."
Broadway Danny Rose,1984,Comedy,"Danny Rose is a manager of artists, and although he's not very successful, he nevertheless goes out of his way to help his acts. So when Lou Canova, a singer who has a chance of making a come-back, asks Danny to help him with a problem, Danny helps him. This problem is Lou's mistress Tina. Lou wants Tina to be at his concerts, otherwise he can't perform, but he's married, so Danny has to take her along as if she was his girlfriend. Danny however gets more than he has bargained for when two mobsters come looking for the guy who has hurt their brother by stealing the heart of Tina, the girl he loves."
Pot o' Gold,1941,Comedy,"Jimmy, the owner of a failed music shop, goes to work with his uncle, the owner of a food factory. Before he gets there, he befriends an Irish family who happens to be his uncle's worst enemy because of their love for music and in-house band who constantly practices. Soon, Jimmy finds himself trying to help the band by getting them gigs and trying to reconcile the family with his uncle, an avid music hater, all while winning the heart of the beautiful Molly."
You're My Everything,1949,Comedy,"In 1924, stage-struck Boston blueblood Hannah Adams picks up musical star Tim O'Connor and takes him home for dinner. One thing leads to another, and when Tim's show rolls on to Chicago a new Mrs. O'Connor comes along as incompetent chorus girl. Hollywood beckons, and we follow the star careers of the O'Connor family in silents and talkies. Includes good imitation ""silents"" with classic cameo by Buster Keaton."
The Joy Girl,1927,Comedy,"Though she loves one man, an ambitious Palm Beach girl marries another, whom she thinks is rich. He turns out to be a fraud who thought she was an heiress. She returns to a successful hat shop she maintains catering to socialites. Her true love turns out to be in fact, a rich man who let her think he was not to test her."
Carry on at Your Convenience,1971,Comedy,This is the tale of industrial strife at WC Boggs' Lavatory factory. Vic Spanner is the union representative who calls a strike at the drop of a hat; eventually everyone has to get fed up with him. This is also the ideal opportunity for lots of lavatorial jokes...
Mean Girls,2004,Comedy,"Lindsay Lohan stars as Cady Heron, a 16 year old homeschooled girl who not only makes the mistake of falling for Aaron Samuels (Jonathan Bennett), the ex-boyfriend of queenbee Regina George (Rachel McAdams), but also unintentionally joins The Plastics, led by Regina herself. Join Cady as she learns that high school life can and will be really tough."
I'm All Right Jack,1959,Comedy,"Naive Stanley Windrush (Ian Carmichael) returns from the war, his mind set on a successful career in business. Much to his own dismay, he soon finds he has to start from the bottom and work his way up, and also that the management, as well as the trade union, use him as a tool in their fight for power."
The Mexican,2001,Comedy,"Jerry Welbach is given two ultimatums. His mob boss wants him to travel to Mexico to get a priceless antique pistol called ""The Mexican"" or he will suffer the consequences. The other ultimatum comes from his girlfriend Samantha, who wants him to end his association with the mob. Jerry figures that being alive, although in trouble with his girlfriend is the better alternative so he heads south of the border. Finding the pistol is easy but getting it home is a whole other matter. The pistol supposedly carries a curse - a curse Jerry is given every reason to believe, especially when Samantha is held hostage by the gay hit man Leroy to ensure the safe return of the pistol."
Major League II,1994,Comedy,"Those Cleveland Indians are at it again! After losing in the ALCS the year before, the Indians are determined to make it into the World Series this time! First, though, they have to contend with Rachel Phelps again when she buys back the team. Also, has Rick ""Wild Thing"" Vaughn lost his edge? Are Jake's knees strong enough to make it as a catcher another year? These and other questions are answered as the Indians recapture the magic and win the championship ""their way""."
Freaked,1993,Comedy,"A company that produces a toxic chemical tries to improve its image via a popular spokesperson, Ricky Coogan. Ricky travels to South America to get a first-hand look at the chemical's effects and finds himself at a mutant freak farm. Elijah, who runs the farm, is only too happy to have new subjects on which to try his freak machine. The very chemical that Ricky is supposed to promote is the one responsible for creating the great variety of freaks."
Candy,1968,Comedy,"Candy Christian is an innocent young girl when she first hears MacPhisto, an alcoholic Welsh poet, talk of love and self-sacrifice. Candy narrowly escapes MacPhisto's attempt to rape her, only to succumb to her father's Mexican gardener, Emmanuel. When her father catches her with the gardener, he banishes her to a trip with his twin brother, Uncle Jack, and Jack's wife Aunt Livia, who are headed for New York City. As Candy makes her way to the airport, Emmanuel's three sisters attack her because she has corrupted their brother. Because of Candy, Emmanuel has now forsaken the priesthood. During the scuffle, Candy's father takes a blow to the head, resulting in a serious head injury. Candy nearly gives in to General R.A. Smight on the plane in exchange for a blood transfusion for her father. In New York City, an ego-maniacal brain surgeon Dr. A.B. Krankeit operates on her father, while Uncle Jack pursues his own operation on Candy. When Candy bashes him with a bedpan, Uncle Jack is put in her father's hospital bed, while her father wanders away without notice. Candy is now free to visit Greenwich Village where she takes part in a movie by underground movie director Jonathan J. John. It's a pornographic movie, shot in a public restroom. Next, Candy becomes the pet of a benevolent hunchback in Central Park, but she escapes from this arch-criminal into the truck trailer of Guru Grindl. During the drive to California, Grindl initiates her into the mysteries of the Seventh Stage and other secrets of life. In California, Candy seeks the Great Buddah, who will reveal to her the ultimate stage. In her search, she encounter a filthy hermit who leads her to a temple. There Candy and the hermit have sex. When a deluge destroys the temple and washes the hermit clean. Candy recognizes that the hermit is really her wandering father. Again, Candy runs away to more trouble. The final time, however, she finds herself in a hippie orgy, reunited with her past sexual partners."
My Mom's New Boyfriend,2008,Comedy,"Henry is a young FBI agent. During a three-year absence from his home in Shreveport, his mother Marty loses more than 100 pounds, looks great, and to Henry's embarrassment, has become a party animal. Within a day of Henry's returning home with his fiancée, Emily, who's an FBI profiler, Marty meets Tommy, a suave foreigner. He's posing as a consultant, but he's an international art thief, in town to steal ""Mother and Son,"" a Bernini sculpture. Henry is detailed to head a team keeping his mom's new boyfriend under surveillance. Love, law enforcement, and filial devotion are set to collide."
Siempre es difícil volver a casa,1992,Comedy,"Four friends go to the small town where one of them spent his childhood, with the intention of robbing the town's bank. The robbery does not go according to plan, and they have the entire town after them."
Mulan II,2004,Comedy,"Fa Mulan gets the surprise of her young life when her love, Captain (now General) Li Shang asks for her hand in marriage. Before the two can have their happily ever after, the Emperor assigns them a secret mission, to escort three princesses to Qui Gong, China. Mushu is determined to drive a wedge between the couple after he learns that he will lose his guardian job if Mulan marries into the Li family. After the princesses unexpectedly fall in love with the Gang of Three, Mulan decides to help them escape the fate of marrying men they do not love. This contradicts the Emperor's orders and forces him to put Mulan's relationship with Shang into question. They are attacked by Mongolians, and the fate of China hangs in the balance."
Little Miss Pinkerton,1943,Comedy,"The Our Gang are trying to solve the Greenpoint Department Store's murder mystery contest, but they witness a real shooting and burglary instead. The crooks, fearful of witnesses, kidnap Froggy, Mickey, and Buckwheat, but Janet escapes and informs the police. But the police refuse to believe such a young girl. How will she save her friends?"
Outrageous!,1977,Comedy,"Robin Turner is a gay hairdresser. He hates his job. He loves old movies and will do his customers' hair in the style of an iconic movie star if they'll let him, and even if they don't. At his apartment, he is harboring his medically diagnosed schizophrenic friend, Liza Connors, who can no longer stand being institutionalized. After Liza convinces Robin to attend a drag ball dressed as Tallulah Bankhead, Robin begins to feel liberated. On Liza's further urging, Robin accepts a local club's offer to work as a female impersonator, he doing his own singing unlike most drag queens. As he progresses with his female impersonation work to great aplomb, he takes a shot at making it big in New York City. The money will have to come in since despite medical warnings to her not to do it, Liza has become pregnant (not Robin's baby), she deciding to have and keep the baby."
Kolomba Sanniya,1976,Comedy,Andare is a poor village man who comes across a blue sapphire in the jungle. He sells it and becomes a millionaire and moves to Colombo with his family. Hilarious things happen when they try to adapt themselves to life in Colombo ...
Born Yesterday,1950,Comedy,"Uncouth, loud-mouth junkyard tycoon Harry Brock descends upon Washington D.C. to buy himself a congressman or two, bringing with him his mistress, ex-showgirl Billie Dawn. Brock hires newspaperman Paul Verrall to see if he can soften her rough edges and make her more presentable in capital society. But Harry gets more than he bargained for as Billie absorbs Verall's lessons in U.S. history and not only comes to the realization that Harry is nothing but a two-bit, corrupt crook, but in the process also falls in love with her handsome tutor."
Bells Are Ringing,1960,Comedy,"Ella Peterson is a Brooklyn telephone answering service operator who tries to improve the lives of her clients by passing along bits of information she hears from other clients. She falls in love with one of her clients, the playwright Jeffrey Moss, and is determined to meet him. The trouble is, on the phone to him, she always pretends to be an old woman whom he calls ""Mom."""
G.I. Wanna Home,1946,Comedy,"The stooges are discharged from the army and go to see their fiancée, but find they have been dispossessed and the wedding is off until they find a home. The boys have trouble finding a vacant apartment so they set up housekeeping in a vacant lot. Their housing problems seem to be solved until a farmer destroys their new home with a tractor. The stooges then build a house of their own, but the girls aren't impressed with the one room mansion and walk out on them."
Dandy Dick,1935,Comedy,"A church vicar tries to come up with 1,000 pounds to fix the church's crooked steeple. After a variety of schemes fails to raise the required amount of money, he decides to bet what little savings he has on Dandy Dick, a nag running at the local racetrack who's a 10-to-1 shot."
